Genre:IMAX,Genre:Musical,Genre:Thriller,Genre:Comedy,Genre:Western,Genre:Drama,Genre:Adventure,Genre:Mystery,Genre:Fantasy,Genre:Action,Genre:Crime,Genre:Animation,Genre:Horror,Genre:Documentary,Genre:Sci-Fi,Genre:Romance,Genre:War,Genre:(no genres listed),Genre:Children,Genre:Film-Noir,Cluster,Size
0,0,0,538,0,238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,538
0,0,525,0,0,238,0,0,0,0,0,1,0,3,0,0,0,0,0,0,34,525
0,0,0,0,0,441,0,0,0,0,0,5,6,0,2,510,0,0,0,0,111,510
0,0,1,0,0,496,1,0,1,0,0,0,5,0,0,0,0,0,0,0,79,502
0,0,12,0,475,103,11,7,2,0,8,0,15,3,3,38,4,0,1,0,94,475
0,0,2,4,1,17,0,6,1,0,11,0,6,467,0,0,0,0,2,0,24,467
0,0,3,446,0,177,0,1,1,0,0,1,1,0,0,446,0,0,2,0,73,446
0,0,0,0,1,405,0,0,0,0,0,2,1,2,0,442,0,0,0,0,52,442
0,0,8,0,0,405,6,0,5,0,0,5,11,0,0,0,0,0,0,0,129,421
0,0,0,0,0,405,0,0,7,0,0,0,0,0,0,0,0,0,0,0,102,406
0,0,405,0,4,160,0,0,1,405,405,0,6,1,1,5,1,0,0,0,74,405
0,0,0,0,0,173,0,5,0,399,0,0,2,1,0,0,0,0,3,0,67,399
0,0,386,0,2,188,0,0,3,0,0,1,0,0,0,0,0,0,0,0,123,386
0,0,0,0,1,38,2,4,0,0,7,3,380,2,380,5,0,0,1,0,99,380
0,0,0,0,0,6,2,0,0,4,2,0,0,368,0,0,0,0,1,0,86,368
0,0,364,0,2,193,4,364,1,0,0,0,0,0,0,0,2,0,1,0,54,364
0,0,2,4,1,217,0,4,2,5,1,0,1,7,2,1,0,0,359,0,15,359
0,0,351,0,0,79,1,351,0,1,0,1,350,0,0,0,1,0,1,0,70,351
0,0,0,0,0,35,1,0,0,0,0,0,346,0,0,2,0,0,1,0,85,346
0,0,211,0,0,211,2,335,0,0,335,2,0,2,1,0,3,0,0,0,9,335
0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,332
1,1,40,16,1,223,77,3,3,327,3,0,4,0,6,32,327,0,0,0,17,327
0,2,1,0,1,32,82,3,0,2,1,321,0,1,10,4,0,0,321,0,48,321
0,2,19,316,1,27,30,0,10,39,3,9,68,0,316,0,3,0,1,0,11,316
0,0,1,0,0,313,0,0,0,0,0,0,1,0,1,0,0,0,0,0,92,314
0,1,0,306,0,103,3,0,6,0,306,1,5,0,0,0,1,0,2,0,84,306
0,2,1,0,0,45,0,2,6,3,0,299,14,25,0,3,3,0,0,0,43,299
0,0,0,0,0,69,0,1,1,0,0,10,0,2,291,5,0,0,5,0,125,291
0,0,9,291,0,39,0,0,4,291,0,0,3,5,1,8,0,0,7,0,128,291
0,0,2,288,0,84,0,6,0,4,6,0,0,1,0,0,0,0,290,0,116,290
1,1,0,0,0,155,0,0,2,280,280,4,3,0,5,2,0,0,1,0,119,280
0,0,0,138,0,129,0,2,276,0,3,3,3,0,1,0,1,0,0,0,12,276
0,0,2,0,0,139,275,3,4,0,0,0,0,3,0,0,0,0,0,0,65,275
0,0,32,39,0,44,154,10,274,273,10,2,53,0,0,8,2,0,2,0,36,274
0,0,0,0,0,101,266,2,0,266,1,0,1,6,0,1,0,0,2,0,91,266
0,0,1,0,0,211,2,0,2,5,0,1,2,4,2,256,0,0,2,0,66,256
0,1,10,78,2,103,0,2,5,3,4,0,29,4,3,83,0,0,0,0,0,255
0,1,115,55,2,24,2,2,2,250,6,4,250,0,2,1,0,0,1,0,46,250
0,0,72,19,4,22,249,4,0,245,5,1,21,1,248,1,2,0,7,1,35,249
0,0,248,4,0,145,1,0,1,0,0,0,0,0,0,0,0,0,1,0,58,248
0,2,93,3,0,181,1,49,0,5,147,0,6,0,0,21,0,0,0,248,29,248
0,0,0,87,2,63,247,4,5,40,2,0,1,5,5,0,2,0,247,0,7,247
0,1,2,1,0,30,0,3,5,247,4,2,0,1,247,2,0,0,1,0,103,247
0,1,73,47,0,64,5,1,229,0,5,4,230,0,0,20,3,0,3,0,6,238
0,0,5,237,0,46,237,4,29,74,3,0,3,3,3,0,4,0,0,0,3,237
0,226,0,132,3,94,0,2,13,1,2,1,1,0,0,222,3,0,5,0,33,226
2,0,222,0,1,66,1,0,0,0,4,1,0,0,222,1,1,0,1,0,117,222
0,0,2,0,0,151,3,218,2,0,0,0,4,1,0,0,0,0,3,0,41,218
0,1,107,216,0,41,9,1,6,216,172,3,3,0,0,13,2,0,1,0,45,216
0,1,3,215,0,102,1,1,2,0,1,0,2,0,0,215,0,0,3,0,109,215
0,0,136,2,0,71,3,60,1,2,215,0,215,1,4,2,0,0,0,0,23,215
0,1,3,0,2,71,0,0,0,0,5,35,0,5,210,0,0,0,1,0,50,210
0,209,3,2,4,92,2,1,6,1,6,7,5,55,1,0,1,0,3,1,16,209
0,0,1,28,0,30,77,0,3,198,6,204,6,0,98,4,11,0,16,0,5,204
16,1,0,192,4,5,188,15,70,16,7,195,0,0,9,13,1,0,196,0,20,200
2,0,2,44,1,26,195,1,195,9,2,0,14,0,6,7,0,0,107,1,21,195
0,0,13,28,195,71,40,2,1,184,19,2,1,0,2,36,6,0,6,0,55,195
0,0,185,6,2,28,0,9,1,190,17,8,0,0,190,3,0,0,0,1,28,190
0,1,1,187,0,83,1,3,1,0,1,7,4,0,0,0,0,0,4,0,83,187
0,0,186,15,1,109,8,0,1,23,49,0,4,0,5,186,0,0,0,0,40,186
0,2,7,67,0,83,43,1,2,184,19,1,1,0,1,185,0,0,8,0,60,186
0,0,181,11,0,21,4,0,2,0,0,1,181,0,181,3,0,0,1,0,100,181
0,0,5,0,0,151,3,6,13,0,5,9,1,1,1,179,0,0,2,0,76,180
0,0,0,0,2,59,0,179,1,1,0,1,179,0,0,2,0,0,0,0,126,179
0,2,12,84,0,100,10,7,176,1,0,2,2,0,5,176,0,0,1,0,39,176
0,0,0,0,0,14,1,1,0,1,4,0,0,172,0,0,0,0,4,0,127,172
0,3,49,166,0,50,4,166,6,0,68,0,27,0,1,2,0,0,2,0,68,166
0,0,1,84,0,27,3,2,161,0,1,2,4,0,4,2,0,0,146,0,53,161
0,0,61,12,2,16,1,8,8,159,4,3,156,0,159,1,3,0,0,0,113,159
0,158,1,158,2,37,4,0,6,3,4,7,4,2,3,0,2,0,1,0,122,158
0,0,0,115,0,17,81,2,2,2,1,156,2,0,0,0,1,0,1,0,37,156
0,0,155,0,0,60,2,0,0,156,54,1,0,0,0,10,0,0,4,0,47,156
0,0,146,146,0,53,1,0,2,0,61,0,0,0,0,1,0,0,0,0,59,146
1,0,1,146,1,3,1,5,1,6,1,145,2,0,3,1,0,0,146,0,104,146
3,1,0,19,0,14,65,6,143,0,0,143,1,0,7,3,1,0,140,0,112,143
0,0,143,4,0,48,143,0,0,109,0,0,2,1,0,1,1,0,0,0,71,143
0,5,0,108,142,22,41,2,0,0,3,1,1,1,1,7,11,0,2,0,108,142
0,1,6,140,0,21,4,0,4,140,3,0,3,0,3,0,0,0,4,0,63,140
1,0,82,7,0,46,5,139,3,0,9,3,50,1,139,6,0,0,2,0,75,139
0,2,0,63,0,54,6,0,16,2,0,0,0,1,1,135,0,0,136,0,62,136
0,1,7,14,3,119,15,1,1,0,2,0,0,1,0,136,136,0,0,0,77,136
0,1,1,15,0,67,1,0,0,132,135,0,2,3,1,0,6,0,0,0,107,135
0,0,10,0,0,22,132,3,21,0,0,10,16,1,132,6,0,0,12,0,78,132
0,0,91,12,0,39,12,129,1,129,59,0,15,0,2,4,0,0,2,1,80,129
0,0,70,8,2,90,0,125,12,3,27,1,12,0,1,125,0,0,0,1,97,125
0,0,3,32,0,36,27,3,104,0,0,120,3,0,12,30,2,0,0,0,57,120
0,0,0,40,5,61,118,9,1,8,6,4,2,0,1,120,0,0,0,0,31,120
0,2,14,23,0,13,74,7,117,114,1,4,6,0,108,17,0,0,10,2,42,119
0,0,1,51,0,55,0,0,3,2,1,4,0,0,0,1,0,0,114,0,90,114
0,0,1,42,1,83,2,8,0,0,112,0,0,0,0,112,0,0,0,0,110,112
0,0,5,35,0,13,60,2,102,110,3,110,6,0,14,6,3,0,23,0,93,111
110,0,30,10,2,19,64,6,35,93,10,11,7,0,58,6,3,0,8,0,61,110
0,0,42,0,1,82,2,22,0,1,110,1,1,0,1,0,1,0,0,0,88,110
4,109,0,48,2,11,51,1,49,1,2,61,0,0,6,26,0,0,87,0,82,109
0,0,44,30,2,31,107,5,1,88,107,0,4,1,1,4,2,0,3,2,106,107
0,1,4,50,0,36,7,0,0,2,1,4,1,0,101,68,0,0,35,0,1,101
0,1,17,3,1,34,1,8,99,0,0,6,40,0,99,4,1,0,3,0,98,99
0,0,0,93,0,13,0,0,0,0,1,1,1,93,0,0,0,0,0,0,105,93
0,0,5,87,0,17,25,5,59,11,2,49,4,1,92,14,1,0,35,0,38,92
0,0,35,1,0,23,0,4,1,8,4,3,90,0,0,1,0,0,0,0,49,90
0,0,31,1,1,32,6,71,71,2,1,7,35,0,0,0,0,0,2,0,114,71
0,0,24,0,0,13,56,11,1,11,0,0,55,0,0,0,0,0,0,0,115,56
41,5,3,3,0,13,4,0,1,3,0,1,4,21,3,1,0,0,1,0,64,41
0,0,6,4,0,9,18,40,4,21,19,37,4,0,9,2,1,0,3,0,118,40
