MovieID,title,release_year,runtime,Genre:IMAX,Genre:Musical,Genre:Thriller,Genre:Comedy,Genre:Western,Genre:Drama,Genre:Adventure,Genre:Mystery,Genre:Fantasy,Genre:Action,Genre:Crime,Genre:Animation,Genre:Horror,Genre:Documentary,Genre:Sci-Fi,Genre:Romance,Genre:War,Genre:(no genres listed),Genre:Children,Genre:Film-Noir
5619,The Trials of Henry Kissinger,2002.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5643,Powaqqatsi,1988.0,99.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5669,Bowling for Columbine,2002.0,120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5684,Naqoyqatsi,2002.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5914,"Vernon, Florida",1981.0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6043,In the Mirror of Maya Deren,2002.0,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6062,Lost in La Mancha,2002.0,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6327,A Decade Under the Influence,2003.0,110.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6368,Cinemania,2002.0,79.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6380,Capturing the Friedmans,2003.0,107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6433,Man with a Movie Camera,1929.0,68.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6612,Brother's Keeper,1992.0,104.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6667,Waco: The Rules of Engagement,1997.0,136.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6679,Revolution OS,2001.0,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6775,Life and Debt,2001.0,86.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6780,A Brief History of Time,1991.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6972,The Watermelon Woman,1997.0,85.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7096,Rivers and Tides,2001.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7124,Grass,1999.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7141,My Flesh and Blood,2003.0,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7171,Aileen: Life and Death of a Serial Killer,2003.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7932,Dark Days,2000.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8011,The Weather Underground,2002.0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8130,The Girl Next Door,1999.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8577,Comandante,2003.0,99.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8581,Pirates of Silicon Valley,1999.0,97.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8582,Manufacturing Consent: Noam Chomsky and the Media,1992.0,167.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
8622,Fahrenheit 9/11,2004.0,123.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8930,The Five Obstructions,2003.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8931,Born Rich,2003.0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8938,Tarnation,2003.0,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8979,Guerrilla: The Taking of Patty Hearst,2004.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26176,Titicut Follies,1967.0,84.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26366,Harlan County U.S.A.,1977.0,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26400,Gates of Heaven,1978.0,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26524,The Times of Harvey Milk,1984.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26617,Comic Book Confidential,1989.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26729,Hearts of Darkness: A Filmmaker's Apocalypse,1991.0,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26762,Aileen Wuornos: The Selling of a Serial Killer,1992.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26914,Trinity and Beyond: The Atomic Bomb Movie,1995.0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26998,"Sick: The Life and Death of Bob Flanagan, Supermasochist",1997.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27713,Bukowski: Born Into This,2003.0,115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27718,An Injury to One,2002.0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27846,The Corporation,2003.0,145.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27850,The Yes Men,2003.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31539,Overnight,2003.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31856,Surplus: Terrorized Into Being Consumers,2003.0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33072,F for Fake,1973.0,89.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
33154,Enron: The Smartest Guys in the Room,2005.0,110.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33435,Los Angeles Plays Itself,2004.0,169.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34411,The End of Suburbia: Oil Depletion and the Collapse of the American Dream,2004.0,78.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
37240,Why We Fight,2005.0,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
39410,Protocols of Zion,2005.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
39425,Emmanuel's Gift,2005.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41724,Wal-Mart: The High Cost of Low Price,2005.0,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
43518,Charlie: The Life and Art of Charles Chaplin,2003.0,132.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
43571,Double Dare,2004.0,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44511,Unknown White Male,2005.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44703,The N Word,2006.0,86.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44788,This Film Is Not Yet Rated,2006.0,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44943,9/11,2002.0,128.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
45950,An Inconvenient Truth,2006.0,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
47237,Black Gold,2006.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
48741,The U.S. vs. John Lennon,2006.0,99.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
49225,Street Fight,2005.0,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
49899,We Feed the World,2005.0,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50851,Cocaine Cowboys,2006.0,118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53774,The Mystery of Picasso,1956.0,78.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53894,Sicko,2007.0,123.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
54185,Manufactured Landscapes,2006.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
54419,Czech Dream,2004.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55071,No End in Sight,2007.0,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55687,My Kid Could Paint That,2007.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55851,Crazy Love,2007.0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
56479,Party Monster: The Shockumentary,1998.0,57.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
56515,The Devil Came on Horseback,2007.0,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
58365,Chicago 10,2008.0,110.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
58632,Terror's Advocate,2007.0,135.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
59136,Before Flying Back to Earth,2005.0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
59295,Expelled: No Intelligence Allowed,2008.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
59485,AKA Tommy Chong,2006.0,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
59607,King Corn,2007.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
59684,Lake of Fire,2006.0,152.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008.0,120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60382,Roman Polanski: Wanted and Desired,2008.0,99.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60384,Z Channel: A Magnificent Obsession,2004.0,121.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60766,Man on Wire,2008.0,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
61269,Trumbo,2007.0,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
61357,Trouble the Water,2008.0,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
63273,Slacker Uprising,2007.0,97.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
64280,Hospital,1970.0,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
65225,Zeitgeist: Addendum,2008.0,123.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
66320,The 11th Hour,2007.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
66813,The English Surgeon,2007.0,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
67607,We Live in Public,2009.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
68612,Outrage,2009.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69458,Tyson,2008.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69529,Home,2009.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69706,Mumia Abu-Jamal: A Case for Reasonable Doubt?,1998.0,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
70295,The Beaches of Agnès,2008.0,110.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71282,"Food, Inc.",2008.0,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71390,Not Quite Hollywood,2008.0,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71450,Capitalism: A Love Story,2009.0,128.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71542,The September Issue,2009.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71640,Burma VJ: Reporting from a Closed Country,2008.0,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71730,The Windmill Movie,2009.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71817,Beer Wars,2009.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
72032,Forever,2006.0,97.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
72712,Objectified,2009.0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
73276,The Age of Stupid,2009.0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
73392,Collapse,2009.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
73710,Welcome to Macintosh,2008.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
74677,The Yes Men Fix the World,2009.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
74701,Of Time and the City,2008.0,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
76049,Guest of Cindy Sherman,2008.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
76137,Lumière & Company,1995.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
76770,Steal This Film II,2007.0,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
77816,"Lord, Save Us from Your Followers",2008.0,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
77829,The Shock Doctrine,2009.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
77944,Art & Copy,2009.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
78517,Joan Rivers: A Piece of Work,2010.0,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
78633,Casino Jack and the United States of Money,2010.0,118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
78746,Best Worst Movie,2009.0,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
79006,Empire of Dreams: The Story of the Star Wars Trilogy,2004.0,151.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
79850,12th & Delaware,2010.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
79870,Smash His Camera,2010.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80185,Gasland,2010.0,107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80195,Shouting Fire: Stories from the Edge of Free Speech,2009.0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80208,Visual Acoustics,2008.0,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80210,The End of Poverty?,2008.0,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80243,Bananaz,2008.0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80560,Blue Gold: World Water Wars,2008.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80582,Girl 27,2007.0,86.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80906,Inside Job,2010.0,109.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
81090,Tales from the Script,2009.0,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
81191,"Waiting for ""Superman""",2010.0,111.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
81276,South of the Border,2009.0,78.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
81629,The Horse Boy,2009.0,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
82595,The Great Communist Bank Robbery,2004.0,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
82934,The Most Dangerous Man in America,2009.0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
83219,The Pixar Story,2007.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
84017,2012: Time for Change,2010.0,85.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
84273,Zeitgeist: Moving Forward,2011.0,161.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
84444,And Everything Is Going Fine,2010.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
84770,Client 9: The Rise and Fall of Eliot Spitzer,2010.0,117.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85190,Public Speaking,2010.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85273,Crude,2009.0,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85394,Cave of Forgotten Dreams,2010.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85547,"Hugh Hefner: Playboy, Activist and Rebel",2009.0,127.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86502,Flow: For Love of Water,2008.0,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86839,PoliWood,2009.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86941,Double Take,2009.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86985,Stonewall Uprising,2010.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87012,Under Our Skin,2008.0,104.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87164,Henri-Georges Clouzot's Inferno,2009.0,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87229,Lynch (one),2007.0,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87287,American Grindhouse,2011.0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87647,Life After People,2008.0,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87928,Tapped,2009.0,76.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87930,Page One: Inside the New York Times,2011.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
88022,Hot Coffee,2011.0,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
88564,The Autobiography of Nicolae Ceausescu,2010.0,180.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
88682,A Letter to Elia,2010.0,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89074,POM Wonderful Presents: The Greatest Movie Ever Sold,2011.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89102,Freakonomics,2010.0,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89270,Love Crimes Of Kabul,2011.0,71.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89337,The Interrupters,2011.0,129.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90378,Tabloid,2010.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90592,How to Die in Oregon,2011.0,107.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90630,Miss Representation,2011.0,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90769,Starsuckers,2009.0,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90943,Into the Abyss,2011.0,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90963,The Last Mountain,2011.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91167,An Inconvenient Tax,2011.0,78.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91360,Sing Your Song,2012.0,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91548,Life in a Day,2011.0,95.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91664,Picture Me,2010.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91755,Reagan,2011.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
92169,Stanley Kubrick's Boxes,2008.0,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
92352,Reel Injun,2010.0,86.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
92606,The Black Power Mixtape 1967-1975,2011.0,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
92968,The World According to Ion B.,2009.0,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
93365,Canned Dreams,2012.0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
93432,Forks Over Knives,2011.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
93529,The Subjection,2010.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
93700,Corman's World,2011.0,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
93729,Pageant,2008.0,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
93900,Popatopolis,2009.0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94101,Crime After Crime,2011.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94122,Comic-Con Episode IV: A Fan's Hope,2011.0,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94401,If a Tree Falls: A Story of the Earth Liberation Front,2011.0,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94417,"Diaries, Notes, and Sketches",2013.0,180.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94482,Big Boys Gone Bananas!*,2011.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94679,Thrive: What on Earth Will it Take?,2011.0,132.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
