Genre:IMAX,Genre:Musical,Genre:Thriller,Genre:Comedy,Genre:Western,Genre:Drama,Genre:Adventure,Genre:Mystery,Genre:Fantasy,Genre:Action,Genre:Crime,Genre:Animation,Genre:Horror,Genre:Documentary,Genre:Sci-Fi,Genre:Romance,Genre:War,Genre:(no genres listed),Genre:Children,Genre:Film-Noir,Cluster,Size
0,0,225,13,0,67,225,5,0,166,5,0,2,0,69,0,0,0,0,0,6,225
0,221,3,148,0,45,0,1,2,12,15,0,17,56,9,1,2,0,1,0,8,221
0,0,4,0,0,153,0,214,0,1,0,0,0,0,0,0,6,0,0,0,78,214
0,0,0,70,4,44,20,4,213,35,0,0,204,0,1,0,0,0,0,0,25,213
0,0,1,7,0,152,0,0,0,203,0,0,0,0,0,18,205,0,0,0,113,205
0,202,0,0,0,140,0,1,0,1,0,0,0,1,0,81,0,0,0,0,40,202
0,1,0,80,0,15,116,0,192,3,0,186,1,0,2,9,1,0,191,0,28,192
0,0,0,14,0,61,0,190,0,1,0,0,190,1,0,0,0,0,0,0,73,190
0,0,0,62,0,51,187,0,0,0,0,0,0,0,0,0,0,0,187,0,17,187
0,0,0,178,0,34,178,0,0,67,0,0,0,0,0,0,0,0,0,0,12,178
0,0,0,93,7,8,164,1,0,2,0,175,0,0,0,5,0,0,170,0,82,175
0,0,0,48,0,97,5,162,0,0,167,2,0,0,0,0,0,0,0,0,81,167
0,0,0,7,0,104,0,0,162,1,0,0,0,0,0,4,8,0,0,0,77,162
0,0,0,74,0,95,0,1,159,0,0,0,13,0,1,161,0,0,0,0,35,161
0,0,4,81,0,28,2,1,147,3,0,0,15,0,1,13,0,0,154,0,18,154
0,2,54,4,1,111,2,31,1,8,151,0,2,0,1,16,0,0,0,152,39,152
0,0,21,24,0,19,152,0,152,150,0,0,11,0,10,3,0,0,0,0,26,152
0,0,149,150,0,47,0,6,0,59,0,0,0,0,0,0,0,0,1,0,61,150
0,0,4,15,0,89,127,0,0,65,0,0,0,0,0,23,133,0,6,0,74,133
0,0,0,52,0,61,1,1,0,131,0,0,0,0,0,130,0,0,6,0,36,131
0,0,131,12,0,37,4,21,131,24,0,5,65,0,0,16,1,0,0,0,19,131
0,0,0,43,0,13,4,0,0,130,0,0,130,0,0,0,0,0,0,0,62,130
0,0,0,129,0,41,1,0,129,0,0,0,0,0,0,0,0,0,0,0,119,129
0,1,1,42,0,36,1,9,126,38,1,0,7,1,126,18,1,0,0,0,31,126
0,0,1,25,0,23,0,2,0,54,3,123,0,1,125,12,0,0,0,0,107,125
0,0,0,64,0,49,0,0,0,1,0,0,0,1,0,125,0,0,125,0,79,125
0,0,112,11,0,38,2,3,3,25,124,0,124,0,2,0,0,0,0,0,23,124
0,123,0,123,0,25,0,0,0,0,0,0,0,0,0,123,0,0,3,0,106,123
0,0,25,13,123,37,0,0,1,102,0,2,2,0,12,0,0,0,0,0,24,123
0,0,110,1,0,71,11,6,6,46,0,0,22,1,4,1,122,0,0,0,21,122
0,0,118,11,0,16,0,1,0,118,0,3,118,0,0,0,0,0,1,0,96,118
0,0,65,7,0,40,0,118,0,0,0,0,46,0,118,1,0,0,0,0,5,118
0,0,117,22,0,69,0,0,0,2,0,0,0,0,0,117,0,0,0,0,83,117
0,0,1,37,0,28,116,0,116,2,0,0,1,0,2,20,0,0,0,0,66,116
0,0,55,0,0,90,0,14,0,0,115,0,0,0,0,0,0,0,0,0,44,115
0,0,4,41,0,62,114,0,0,14,0,0,0,0,0,114,0,0,0,0,0,114
0,0,0,31,0,86,0,0,0,4,111,0,0,0,0,111,0,0,0,0,45,111
0,0,1,41,0,14,111,0,0,40,0,111,2,0,0,0,0,0,0,0,110,111
0,3,0,33,0,30,0,1,110,35,0,110,0,0,0,15,0,0,0,0,34,110
0,2,108,107,0,31,0,0,0,52,108,0,0,0,0,3,0,0,0,0,108,108
0,0,0,33,0,10,104,0,99,14,0,0,3,0,1,9,0,0,104,0,101,104
0,0,6,0,0,101,0,1,1,0,0,0,0,0,0,104,104,0,0,0,127,104
0,2,42,1,0,73,2,21,0,1,0,0,5,0,1,7,0,0,0,103,67,103
0,0,48,7,0,21,0,97,0,97,16,0,20,0,15,1,0,0,0,0,86,97
0,1,72,21,0,61,4,36,0,18,97,0,1,0,0,97,0,0,0,0,11,97
0,0,14,33,0,46,0,5,0,0,0,0,3,1,95,95,0,0,0,0,80,95
0,14,0,90,94,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,121,94
0,3,29,94,0,31,4,94,0,1,0,0,11,0,0,17,0,0,0,0,55,94
0,0,7,17,90,27,79,2,1,32,1,0,0,4,4,1,0,0,11,0,46,90
0,0,1,17,87,39,14,1,0,27,1,0,0,0,0,87,0,0,0,0,85,87
0,0,4,35,1,29,87,0,2,47,86,0,4,0,2,6,0,0,6,0,15,87
0,0,0,33,0,3,59,1,1,38,0,83,2,0,83,1,0,0,51,0,41,83
0,1,25,27,0,26,0,10,0,2,0,0,82,0,7,82,0,0,0,0,51,82
0,2,1,9,0,8,61,0,81,41,0,30,2,0,81,2,0,0,0,0,16,81
0,0,0,20,0,19,7,0,79,79,0,0,1,0,0,15,0,0,0,0,57,79
0,0,28,12,0,11,76,0,0,27,0,2,76,0,20,0,0,0,0,0,100,76
0,0,39,0,0,57,0,76,0,3,0,1,0,0,0,76,0,0,0,0,47,76
0,0,3,32,0,12,17,1,16,5,0,0,2,0,74,2,0,0,74,0,71,74
0,0,2,10,0,28,0,0,0,0,70,0,70,0,0,2,0,0,0,0,104,70
0,0,13,6,0,40,2,70,70,5,0,0,32,0,2,14,0,0,0,0,32,70
0,0,1,17,0,10,70,0,66,34,0,69,1,0,0,14,2,0,2,0,114,70
0,0,0,24,0,4,0,0,0,69,0,69,0,0,0,0,0,0,11,0,94,69
0,0,67,67,0,7,0,0,0,0,0,0,67,0,0,1,0,0,0,0,118,67
67,0,29,4,1,13,35,2,6,65,11,0,2,0,50,1,1,0,1,0,37,67
0,0,43,2,0,16,1,65,0,0,65,0,65,0,0,1,0,0,0,0,117,65
0,0,0,29,2,15,36,0,0,65,0,0,0,0,0,1,0,0,65,0,38,65
0,0,1,2,0,16,42,0,0,18,2,0,0,64,14,0,0,0,5,0,69,64
0,0,26,2,0,19,4,9,1,32,64,0,18,0,63,1,0,0,0,0,33,64
59,5,4,4,1,17,9,1,5,17,0,2,9,21,10,1,3,0,3,0,99,59
0,0,0,1,0,3,1,2,0,0,57,0,1,57,0,0,0,0,1,0,109,57
0,0,31,6,0,12,1,17,1,34,35,54,1,0,20,3,1,0,4,1,3,55
0,0,1,5,0,7,0,1,18,18,1,54,54,0,17,0,1,0,0,0,65,54
0,0,26,0,0,14,2,1,54,11,0,0,40,0,54,2,0,0,0,0,112,54
0,0,4,52,0,0,52,0,7,25,0,0,3,0,52,0,0,0,0,0,125,52
0,0,48,12,0,14,51,11,1,46,50,0,1,0,0,4,0,0,2,0,93,51
0,50,1,23,0,10,24,0,32,2,0,0,0,0,2,24,0,0,7,0,48,50
0,0,3,13,0,2,42,0,37,24,0,21,0,0,47,0,0,0,40,0,53,47
3,44,0,20,2,5,23,0,25,0,0,44,0,0,2,13,0,0,40,0,87,44
0,0,17,5,0,10,42,42,0,15,0,0,12,2,6,0,0,0,0,0,60,42
0,0,1,18,0,9,20,40,13,2,0,17,0,0,1,2,0,0,40,0,88,40
0,0,0,20,0,2,40,3,14,35,12,40,0,0,0,0,0,0,32,0,54,40
0,0,8,4,37,18,2,0,0,18,37,0,0,0,0,2,0,0,0,0,111,37
0,0,2,5,0,16,7,0,4,14,0,25,0,0,23,0,36,0,1,0,97,36
0,0,9,16,0,10,3,2,35,18,35,0,2,0,0,3,0,0,1,0,91,35
0,34,0,19,0,3,8,0,15,1,0,0,0,0,1,1,0,0,34,0,129,34
0,0,0,8,0,9,9,34,11,8,0,34,5,0,4,0,0,0,7,0,123,34
0,0,32,7,0,8,7,1,0,32,0,0,0,0,0,32,0,0,0,0,120,32
0,0,9,5,0,20,5,3,0,10,30,1,0,4,0,2,30,0,0,0,98,30
0,30,0,6,0,5,0,0,1,0,0,30,0,0,0,3,0,0,15,0,115,30
29,2,0,18,0,4,21,0,12,5,0,25,1,0,4,0,0,0,28,0,63,29
0,0,10,8,0,9,16,25,26,15,4,1,5,0,13,1,0,0,2,2,105,26
0,0,0,3,25,9,10,0,0,7,0,0,0,0,0,6,25,0,0,0,126,25
25,0,3,1,0,5,21,4,24,13,0,4,0,0,0,5,0,0,0,0,128,25
